,claim_id,claim_text,claim_label,evidences,evidence text
1357,claim-667,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction.,NOT_ENOUGH_INFO,evidence-525571,"For the first time since the demise of the dinosaurs 65 million years ago, we face a global mass extinction of wildlife."
1358,claim-667,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction.,NOT_ENOUGH_INFO,evidence-251505,"The Quaternary period (from 2.588 ± 0.005 million years ago to the present) saw the extinctions of numerous predominantly megafaunal species, which resulted in a collapse in faunal density and diversity and the extinction of key ecological strata across the globe."
1359,claim-302,"In addition, [climate models] ignore the fact that enriching the atmosphere with CO2 is beneficial",NOT_ENOUGH_INFO,evidence-299897,"These include carbon dioxide (chemical formula: CO 2), methane (CH 4), nitrous oxide (N 2O), and a group of gases referred to as halocarbons."
1360,claim-302,"In addition, [climate models] ignore the fact that enriching the atmosphere with CO2 is beneficial",NOT_ENOUGH_INFO,evidence-752115,The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it (see carbon dioxide in Earth's atmosphere for a complete explanation).
1361,claim-302,"In addition, [climate models] ignore the fact that enriching the atmosphere with CO2 is beneficial",NOT_ENOUGH_INFO,evidence-950186,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide."
1362,claim-302,"In addition, [climate models] ignore the fact that enriching the atmosphere with CO2 is beneficial",NOT_ENOUGH_INFO,evidence-975949,"However, this excludes the balancing fluxes of CO 2 into the atmosphere from the geological reservoirs, which have slower characteristic rates."
1363,claim-302,"In addition, [climate models] ignore the fact that enriching the atmosphere with CO2 is beneficial",NOT_ENOUGH_INFO,evidence-292796,"As the planet warms, it has been predicted that soils will add carbon dioxide to the atmosphere due to increased biological activity at higher temperatures, a positive feedback (amplification)."
1364,claim-2214,"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO,evidence-1194605,"These early towers were positioned either on the rooftops of buildings or as free-standing structures, supplied with air by fans or relying on natural airflow."
1365,claim-2214,"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO,evidence-611473,"Although these large towers are very prominent, the vast majority of cooling towers are much smaller, including many units installed on or near buildings to discharge heat from air conditioning."
1366,claim-2214,"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO,evidence-1125800,"All flight operations were controlled from an air conditioned observation room in the control tower of this building, which had windows overlooking the runway and landing mat areas."
1367,claim-2214,"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO,evidence-38740,"The building contained Bink's Paint Spraying and Air Washing Equipment, including blowers, air washing and purifying devices, and exhaust fans, installed to minimize danger of explosions and inhalation of fumes."
1368,claim-2214,"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO,evidence-670248,"A third, the Stanford station, located beside Alma Street at Embarcadero Road, is used for occasional sports events (generally football) at Stanford Stadium."
1369,claim-1813,Postma's model contains many simple errors; in no way does Postma undermine the existence or necessity of the greenhouse effect.,NOT_ENOUGH_INFO,evidence-1114125,"Since it is absurd to have no logical method for settling on one hypothesis amongst an infinite number of equally data-compliant hypotheses, we should choose the simplest theory: ""Either science is irrational [in the way it judges theories and predictions probable] or the principle of simplicity is a fundamental synthetic a priori truth."""
1370,claim-1813,Postma's model contains many simple errors; in no way does Postma undermine the existence or necessity of the greenhouse effect.,NOT_ENOUGH_INFO,evidence-1010096,"Thus, complex hypotheses must predict data much better than do simple hypotheses before researchers reject the simple hypotheses."
1371,claim-1813,Postma's model contains many simple errors; in no way does Postma undermine the existence or necessity of the greenhouse effect.,NOT_ENOUGH_INFO,evidence-1063491,"Minimum description length Minimum message length – Formal information theory restatement of Occam's Razor Newton's flaming laser sword Philosophical razor – Principle or rule of thumb that allows one to eliminate unlikely explanations for a phenomenon Philosophy of science – The philosophical study of the assumptions, foundations, and implications of science Simplicity ""Ockham's razor does not say that the more simple a hypothesis, the better."""
1372,claim-1813,Postma's model contains many simple errors; in no way does Postma undermine the existence or necessity of the greenhouse effect.,NOT_ENOUGH_INFO,evidence-491971,"In the 25 papers with quantitative comparisons, complexity increased forecast errors by an average of 27 percent."
